retry_pass,model,model_label,job_id,trace_id,status,reward,error,eval_score,eval_status,eval_error,subscores_json,setup_prompt_chars,agent_text_chars,submit_calls,submitted_answer_chars,question_id,question_index,task
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,ad150baa-5611-49d2-b2b6-cfe5fdbd3427,completed,1.0,,1.0,scored,,"{""intron_boundary_score"": 1.0, ""intron_count_accuracy"": 1.0, ""intron_interval_f1_at_iou_0_8"": 1.0, ""precision"": 1.0, ""recall"": 1.0, ""spliced_sequence_levenshtein_similarity"": 1.0}",3503,,2.0,204.0,DBEVAL-V0-013,13,AnoleGeneParse
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,9c4d6ca6-ac92-4a45-8fce-b5fb4f6d9b35,error,0.0,"504 Gateway Time-out. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Time-out'}",,,,,1645,,,,DBEVAL-V0-041,41,KomodoProteinFold
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,30036b96-933a-4a16-80e7-bcc4b6ea0288,error,0.0,"504 Gateway Time-out. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Time-out'}",,,,,1643,,,,DBEVAL-V0-042,42,KomodoProteinFold
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,824f5394-cd95-448c-9337-953f0e0ce1d2,error,0.0,"504 Gateway Time-out. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Time-out'}",,,,,1642,,,,DBEVAL-V0-043,43,KomodoProteinFold
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,0c847d66-62ed-421e-abfd-7706d83eb332,error,0.0,"504 Gateway Time-out. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Time-out'}",,,,,1640,,,,DBEVAL-V0-044,44,KomodoProteinFold
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,0a391772-2dc8-48e9-8f3b-74fec024daf9,error,0.0,"504 Gateway Time-out. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Time-out'}",,,,,1644,,,,DBEVAL-V0-045,45,KomodoProteinFold
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,9f058647-89f5-4983-9dfa-4182afb4da6d,error,0.0,"504 Gateway Time-out. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Time-out'}",,,,,1651,,,,DBEVAL-V0-046,46,KomodoProteinFold
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,5ebd26c5-e786-4014-8188-d7a923b0ded1,error,0.0,"504 Gateway Time-out. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Time-out'}",,,,,1642,,,,DBEVAL-V0-047,47,KomodoProteinFold
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,1a4e7e12-7f17-479e-8869-f9160278739a,error,0.0,"504 Gateway Time-out. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Time-out'}",,,,,1645,,,,DBEVAL-V0-048,48,KomodoProteinFold
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,8a0bb53d-78d3-4f5e-86cd-916d51181d53,error,0.0,"504 Gateway Time-out. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Time-out'}",,,,,1641,,,,DBEVAL-V0-049,49,KomodoProteinFold
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,760f6ca0-1bac-4f6c-9a7b-f6b5d42f2def,error,0.0,"504 Gateway Time-out. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Time-out'}",,,,,1642,,,,DBEVAL-V0-050,50,KomodoProteinFold
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,33cd7f50-2c4a-4496-ba60-f9997ba1b45d,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}",,,,,1640,,,,DBEVAL-V0-051,51,KomodoProteinFold
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,122c61e3-7ee3-40dd-83ac-34e322225e5e,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}",,,,,1644,,,,DBEVAL-V0-052,52,KomodoProteinFold
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,dd94b1d0-9fec-443a-96c5-970911912b4e,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}",,,,,1641,,,,DBEVAL-V0-053,53,KomodoProteinFold
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,5408b036-8ffd-4dad-8b86-157accc615cf,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}",,,,,1643,,,,DBEVAL-V0-054,54,KomodoProteinFold
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,cf825bf1-5331-4d5a-a51d-d56741761260,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}",,,,,1641,,,,DBEVAL-V0-055,55,KomodoProteinFold
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,605e6a47-6b13-40ca-bb4b-b3a8018131fc,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}",,,,,1642,,,,DBEVAL-V0-056,56,KomodoProteinFold
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,2b5eb1e3-92a6-4c55-a8d0-0c170d55191d,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}",,,,,1642,,,,DBEVAL-V0-057,57,KomodoProteinFold
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,5307ccc0-a78a-4585-bb8a-2629d9a6ca28,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}",,,,,1640,,,,DBEVAL-V0-058,58,KomodoProteinFold
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,c2e54650-4233-462b-ae0d-e47d0b6baca5,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}",,,,,1641,,,,DBEVAL-V0-059,59,KomodoProteinFold
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,d2af3259-4ea7-45f4-9df8-2ef1e6c598a2,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}",,,,,1640,,,,DBEVAL-V0-060,60,KomodoProteinFold
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,70036bb0-ff34-439b-bbc4-319374296148,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}",,,,,2823,,,,DBEVAL-V0-061,61,DragonTFBind
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,48cc3988-3d59-4f9f-99cb-01a25b1443c0,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}",,,,,3197,,,,DBEVAL-V0-063,63,DragonTFBind
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,f89e1209-a065-41a4-95b5-a64de51152a1,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}",,,,,2716,,,,DBEVAL-V0-064,64,DragonTFBind
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,8bdc0f15-e58d-4ec9-b9d3-58d4b0e2544b,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}",,,,,2661,,,,DBEVAL-V0-065,65,DragonTFBind
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,0c0337c4-e809-4209-b168-e182b55af985,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}",,,,,2831,,,,DBEVAL-V0-066,66,DragonTFBind
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,42618ff3-803a-42d5-b8b3-7016601fe690,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}",,,,,3150,,,,DBEVAL-V0-067,67,DragonTFBind
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,c1db8287-751e-4999-b22d-d2d0d0b5217b,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}",,,,,2963,,,,DBEVAL-V0-068,68,DragonTFBind
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,8396d666-f47c-489c-be60-8418a560673e,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}",,,,,2834,,,,DBEVAL-V0-069,69,DragonTFBind
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,bf582ce6-4e9c-4af4-b41d-ba516d1596b4,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}",,,,,2867,,,,DBEVAL-V0-079,79,DragonTFBind
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,e3ec13bd-289a-4805-8cba-ea3d6c9b6e83,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}",,,,,1313,,,,DBEVAL-V0-087,87,RNAFold
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,f2017fd0-a0db-457b-b3b8-fcd1e52316bd,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}",,,,,1313,,,,DBEVAL-V0-088,88,RNAFold
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,15e791ad-67e5-492f-903b-e03ec58c97c1,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}",,,,,1393,,,,DBEVAL-V0-089,89,RNAFold
